RegionType,RegionCode,Category,AgeKey,Gender,PoolType,Style,Distance,Time,HolderName,Club,HolderCountry,RecordDate
country,ISR,age,10,female,50m,individual_medley,400m,06:08.01,לי ראובני,"הפועל ק.ג. ת""א",ISR,02/08/1999
country,ISR,age,10,female,50m,individual_medley,4X50m,02:38.29,,מכבי קרית -אונו,ISR,
country,ISR,age,10,male,25m,backstroke,100m,01:14.51,רון מורגוליס,מכבי וייסגל רחובות,ISR,26/12/2016
country,ISR,age,10,male,25m,backstroke,200m,02:37.93,רון מורגוליס,מכבי וייסגל רחובות,ISR,26/12/2016
country,ISR,age,10,male,25m,backstroke,50m,34.67,רון מורגוליס,מכבי וייסגל רחובות,ISR,25/12/2016
country,ISR,age,10,male,25m,breaststroke,100m,01:24.33,מיכאל מגרלישוילי,מכבי אשדוד,ISR,23/12/2003
country,ISR,age,10,male,25m,breaststroke,200m,03:03.41,לביא גפן משיח,מכבי פ.מ. רעות,ISR,19/11/2021
country,ISR,age,10,male,25m,breaststroke,50m,39.06,לביא גפן משיח,מכבי פ.מ. רעות,ISR,15/10/2021
country,ISR,age,10,male,25m,butterfly,100m,01:16.20,דניאל רבינוביץ׳,הפועל בת ים,ISR,25/12/2015
country,ISR,age,10,male,25m,butterfly,50m,33.02,יונתן חייטוב,הפועל פתח תקוה,ISR,26/12/2003
country,ISR,age,10,male,25m,freestyle,100m,01:06.93,יונתן חייטוב,הפועל פתח תקוה,ISR,26/12/2003
country,ISR,age,10,male,25m,freestyle,200m,02:23.16,דניאל רבינוביץ׳,הפועל בת ים,ISR,25/12/2016
country,ISR,age,10,male,25m,freestyle,400m,05:15.43,יהב חלג׳,מכבי קרית אונו,ISR,09/12/2015
country,ISR,age,10,male,25m,freestyle,4X50m,02:10.06,,הפועל ירושלים,ISR,28/12/2005
country,ISR,age,10,male,25m,freestyle,50m,29.81,מיכאל סמירנוב,הפועל בית שמש,ISR,21/12/2011
country,ISR,age,10,male,25m,individual_medley,100m,01:19.03,יעקב טומרקין,מכבי אשדוד,ISR,05/12/2002
country,ISR,age,10,male,25m,individual_medley,200m,02:40.97,יונתן חייטוב,הפועל פתח תקוה,ISR,26/12/2003
country,ISR,age,10,male,25m,individual_medley,4X50m,02:28.27,,הפועל ירושלים,ISR,27/12/2005
country,ISR,age,10,male,50m,backstroke,100m,01:16.07,רון מורגוליס,מכבי וייסגל רחובות,ISR,28/07/2016
country,ISR,age,10,male,50m,backstroke,200m,02:39.84,רון מורגוליס,מכבי וייסגל רחובות,ISR,06/07/2016
country,ISR,age,10,male,50m,backstroke,50m,36.61,דניאל רבינוביץ,הפועל בת-ים,ISR,02/07/2016
country,ISR,age,10,male,50m,breaststroke,100m,01:26.67,לביא גפן משיח,מכבי פ.מ. רעות,ISR,03/08/2021
country,ISR,age,10,male,50m,breaststroke,200m,03:07.53,לביא גפן משיח,מכבי פ.מ. רעות,ISR,02/08/2021
country,ISR,age,10,male,50m,breaststroke,50m,41.04,מיכאל מגרלישוילי,מכבי אשדוד,ISR,30/07/2003
country,ISR,age,10,male,50m,butterfly,100m,01:16.13,אלון מרושצנקו,הפועל שחייני הנגב,ISR,21/07/2015
country,ISR,age,10,male,50m,butterfly,200m,02:57.82,נמרוד חייט,מכבי פ.מ. רעות,ISR,08/08/2001
country,ISR,age,10,male,50m,butterfly,50m,34.60,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,22/06/2012
country,ISR,age,10,male,50m,freestyle,100m,01:06.67,נתניאל פושקה,הפועל בת-ים,ISR,25/07/2017
country,ISR,age,10,male,50m,freestyle,200m,02:24.92,דניאל רבינוביץ,הפועל בת-ים,ISR,27/07/2016
country,ISR,age,10,male,50m,freestyle,400m,05:06.69,דניאל רבינוביץ,הפועל בת-ים,ISR,25/07/2016
country,ISR,age,10,male,50m,freestyle,4X50m,02:14.90,"דוד רשקובן, בנימין צ׳רנובסקי, דניאל סטשבסקי, יונתן קאירי גורל",מכבי אשדוד,ISR,01/08/2022
country,ISR,age,10,male,50m,freestyle,50m,30.25,נתניאל פושקה,הפועל בת-ים,ISR,24/07/2017
country,ISR,age,10,male,50m,individual_medley,200m,02:44.67,דניאל רבינוביץ,הפועל בת-ים,ISR,28/07/2016
country,ISR,age,10,male,50m,individual_medley,400m,06:22.90,אביטל מיטב,,ISR,02/08/1999
country,ISR,age,10,male,50m,individual_medley,4X50m,02:42.67,"אלון אברמוביץ, ינאי נבו, יונתן מוקוליצקי, ינאי סופר",מכבי וייסגל רחובות,ISR,20/07/2024
country,ISR,age,11,female,25m,backstroke,100m,01:12.53,טל קדרון,הפועל מ.א. משגב,ISR,29/12/2006
country,ISR,age,11,female,25m,backstroke,200m,02:33.12,טל קדרון,הפועל מ.א. משגב,ISR,28/12/2006
country,ISR,age,11,female,25m,backstroke,50m,33.27,עדי כהן,מכבי אשדוד,ISR,21/12/1996
country,ISR,age,11,female,25m,breaststroke,100m,01:20.66,שירה גמליי,מכבי וייסגל רחובות,ISR,18/12/2017
country,ISR,age,11,female,25m,breaststroke,200m,02:50.67,עדי ביכמן,הפועל גבעתיים,ISR,15/12/1994
country,ISR,age,11,female,25m,breaststroke,50m,37.38,עדי ביכמן,הפועל גבעתיים,ISR,16/12/1994
country,ISR,age,11,female,25m,butterfly,100m,01:06.44,ענת זימין,הפועל בת ים,ISR,24/12/2004
country,ISR,age,11,female,25m,butterfly,200m,02:39.66,שרון שטיימן,הפועל פליפר חדרה,ISR,03/12/2016
country,ISR,age,11,female,25m,butterfly,50m,29.59,ענת זימין,הפועל בת ים,ISR,15/12/2004
country,ISR,age,11,female,25m,freestyle,100m,01:00.92,ענת זימין,הפועל בת ים,ISR,03/12/2004
country,ISR,age,11,female,25m,freestyle,200m,02:17.10,ענת זימין,הפועל בת ים,ISR,22/05/2004
country,ISR,age,11,female,25m,freestyle,400m,04:48.22,שרון שטיימן,הפועל פליפר חדרה,ISR,01/12/2016
country,ISR,age,11,female,25m,freestyle,4X50m,02:20.20,מכבי,קרית-ביאליק,ISR,24/12/1995
country,ISR,age,11,female,25m,freestyle,50m,27.89,ענת זימין,הפועל בת ים,ISR,13/12/2004
country,ISR,age,11,female,25m,freestyle,800m,09:56.36,ענת זימין,הפועל בת ים,ISR,21/05/2004
country,ISR,age,11,female,25m,individual_medley,100m,01:09.60,ענת זימין,הפועל בת ים,ISR,03/12/2004
country,ISR,age,11,female,25m,individual_medley,200m,02:27.97,ענת זימין,הפועל בת ים,ISR,24/12/2004
country,ISR,age,11,female,25m,individual_medley,400m,05:14.12,ענת זימין,הפועל בת ים,ISR,25/12/2004
country,ISR,age,11,female,25m,individual_medley,4X50m,02:33.30,מכבי,קרית ביאליק,ISR,24/12/1995
country,ISR,age,11,female,50m,backstroke,100m,01:13.21,עופרי קמר,הפועל חולון,ISR,16/07/2018
country,ISR,age,11,female,50m,backstroke,200m,02:35.78,עופרי קמר,הפועל חולון,ISR,15/07/2018
country,ISR,age,11,female,50m,backstroke,50m,34.08,מירה מירוסלבה אושקובה,הפועל דולפין נתניה,ISR,20/07/2025
country,ISR,age,11,female,50m,breaststroke,100m,01:22.47,מיה גרינברג,מכבי ראשון לציון,ISR,19/06/2026
country,ISR,age,11,female,50m,breaststroke,200m,02:58.31,קרינה סוקולוב,הפועל באר-שבע,ISR,28/07/2010
country,ISR,age,11,female,50m,breaststroke,50m,37.10,ענת זימין,הפועל בת ים,ISR,01/05/2004
country,ISR,age,11,female,50m,butterfly,100m,01:07.13,ענת זימין,הפועל בת-ים,ISR,04/08/2004
country,ISR,age,11,female,50m,butterfly,200m,02:47.06,ענבר רשף,הפועל ירושלים,ISR,29/07/2005
country,ISR,age,11,female,50m,butterfly,50m,30.65,ענת זימין,הפועל בת-ים,ISR,01/05/2004
country,ISR,age,11,female,50m,freestyle,100m,01:03.53,שרון שטיימן,הפועל פליפר חדרה,ISR,26/07/2016
country,ISR,age,11,female,50m,freestyle,200m,02:17.68,ענת זימין,הפועל בת-ים,ISR,18/06/2004
country,ISR,age,11,female,50m,freestyle,400m,04:50.01,ענת זימין,הפועל בת-ים,ISR,05/08/2004
country,ISR,age,11,female,50m,freestyle,4X50m,02:15.73,"ג׳וליה דטנו, אוליביה ימפולסקי׳, זוהר קופליאנסקי, מאיה זגדון",בני הרצליה,ISR,20/07/2024
country,ISR,age,11,female,50m,freestyle,50m,29.11,ענת זימין,הפועל בת-ים,ISR,03/08/2004
country,ISR,age,11,female,50m,freestyle,800m,10:08.59,הדר קלינמן,מכבי קרית -אונו,ISR,01/01/1981
country,ISR,age,11,female,50m,individual_medley,200m,02:35.37,ענת זימין,הפועל בת-ים,ISR,05/08/2004
country,ISR,age,11,female,50m,individual_medley,400m,05:52.66,לי ראובני,"הפועל ק.ג. ת""א",ISR,27/07/2000
country,ISR,age,11,female,50m,individual_medley,4X50m,02:36.85,"ג׳וליה דטנו, שירה גוטהילף, מאיה זגדון, אוליביה ימפולסקי",בני הרצליה,ISR,20/07/2024
country,ISR,age,11,male,25m,backstroke,100m,01:09.43,דניאל רבינוביץ׳,הפועל בת ים,ISR,19/12/2017
country,ISR,age,11,male,25m,backstroke,200m,02:29.32,דניס לוקטב,מכבי אשדוד,ISR,21/12/2011
country,ISR,age,11,male,25m,backstroke,50m,32.20,איליה איזנשטוק,מכבי קרית ביאליק,ISR,09/12/1999
country,ISR,age,11,male,25m,breaststroke,100m,01:17.10,דוד מנשר,מכבי פ.מ. רעות,ISR,28/12/2013
country,ISR,age,11,male,25m,breaststroke,200m,02:47.44,דוד מנשר,מכבי פ.מ. רעות,ISR,27/12/2013
country,ISR,age,11,male,25m,breaststroke,50m,36.39,דוד מנשר,מכבי פ.מ. רעות,ISR,28/12/2013
country,ISR,age,11,male,25m,butterfly,100m,01:08.92,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,27/12/2013
country,ISR,age,11,male,25m,butterfly,200m,02:38.66,נמרוד חייט,מכבי פ.מ. רעות,ISR,27/12/2002
country,ISR,age,11,male,25m,butterfly,50m,30.11,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,28/12/2013
country,ISR,age,11,male,25m,freestyle,100m,01:01.25,יונתן חייטוב,הפועל פתח תקוה,ISR,13/12/2004
country,ISR,age,11,male,25m,freestyle,200m,02:13.06,נתניאל פושקה,הפועל בת ים,ISR,06/12/2018
country,ISR,age,11,male,25m,freestyle,400m,04:46.48,עידן ז׳ורבסקי,הפועל בת ים,ISR,18/02/2018
country,ISR,age,11,male,25m,freestyle,4X50m,02:07.25,"דניאל סטשבסקי, יונתן קאירי גורל, בנימין צ׳רנובסקי, דוד רשקוב",מכבי אשדוד,ISR,05/05/2023
country,ISR,age,11,male,25m,freestyle,50m,28.01,יונתן חייטוב,הפועל פתח תקוה,ISR,24/12/2004
country,ISR,age,11,male,25m,freestyle,800m,10:10.48,עומר הופמן,הפועל שחייני הנגב,ISR,25/12/2004
country,ISR,age,11,male,25m,individual_medley,100m,01:08.65,יונתן חייטוב,הפועל פתח תקוה,ISR,15/12/2004
country,ISR,age,11,male,25m,individual_medley,200m,02:30.24,יונתן חייטוב,הפועל פתח תקוה,ISR,15/12/2004
country,ISR,age,11,male,25m,individual_medley,400m,05:27.70,נמרוד חייט,מכבי פ.מ. רעות,ISR,28/12/2002
country,ISR,age,11,male,25m,individual_medley,4X50m,02:28.24,"דניאל סטשבסקי, בנימין צ׳רנובסקי, דוד רשקוב, יונתן קאירי גורל",מכבי אשדוד,ISR,05/05/2023
country,ISR,age,11,male,50m,backstroke,100m,01:12.50,נתניאל פושקה,הפועל בת-ים,ISR,16/07/2018
country,ISR,age,11,male,50m,backstroke,200m,02:33.73,דניאל רבינוביץ,הפועל בת-ים,ISR,23/07/2017
country,ISR,age,11,male,50m,backstroke,50m,33.98,יונתן חייטוב,הפועל פתח-תקוה,ISR,05/08/2004
country,ISR,age,11,male,50m,breaststroke,100m,01:22.41,מיכאל מגרלישוילי,מכבי אשדוד,ISR,04/08/2004
country,ISR,age,11,male,50m,breaststroke,200m,02:58.23,דוד מנשר,מכבי פ.מ. רעות,ISR,31/07/2013
country,ISR,age,11,male,50m,breaststroke,50m,38.65,לביא גפן משיח,מכבי פ.מ. רעות,ISR,01/08/2022
country,ISR,age,11,male,50m,butterfly,100m,01:12.50,אלון מרושצנקו,הפועל שחייני הנגב,ISR,26/07/2016
country,ISR,age,11,male,50m,butterfly,200m,02:44.01,אביטל מיטב,"הפועל ק.ג. ת""א",ISR,29/07/2000
country,ISR,age,11,male,50m,butterfly,50m,31.58,יונתן חייטוב,הפועל פתח-תקוה,ISR,05/08/2004
country,ISR,age,11,male,50m,freestyle,100m,01:02.71,יונתן חייטוב,הפועל פתח-תקוה,ISR,04/08/2004
country,ISR,age,11,male,50m,freestyle,200m,02:15.50,נתניאל פושקה,הפועל בת-ים,ISR,30/06/2018
country,ISR,age,11,male,50m,freestyle,400m,04:43.14,עידן ז׳ורבסקי,הפועל בת-ים,ISR,15/07/2018
country,ISR,age,11,male,50m,freestyle,4X50m,02:06.58,"דניאל סטשבסקי, יונתן קאירי גורל, בנימין צ׳רנובסקי, דוד רשקוב",מכבי אשדוד,ISR,23/07/2023
country,ISR,age,11,male,50m,freestyle,50m,28.66,יונתן חייטוב,הפועל פתח-תקוה,ISR,05/08/2004
country,ISR,age,11,male,50m,freestyle,800m,10:32.75,אריה קרני,הפועל חולון,ISR,02/09/1977
country,ISR,age,11,male,50m,individual_medley,200m,02:29.93,יונתן חייטוב,הפועל פתח-תקוה,ISR,05/08/2004
country,ISR,age,11,male,50m,individual_medley,400m,05:52.98,יורי בוגייב,מכבי תל-אביב/מכביה,ISR,24/07/1995
country,ISR,age,11,male,50m,individual_medley,4X50m,02:25.89,"יוסף רודה, דניאל סטשבסקי, יונתן קאירי גורל, בנימין צ׳רנובסקי",מכבי אשדוד,ISR,23/07/2023
country,ISR,age,12,female,25m,backstroke,100m,01:07.68,נועה שוהם,הפועל עמק חפר,ISR,27/12/2014
country,ISR,age,12,female,25m,backstroke,200m,02:23.60,ניצן כץ-ליכטנשטיין,מר׳ כוכב יאיר,ISR,29/12/2011
country,ISR,age,12,female,25m,backstroke,50m,31.23,ענת זימין,הפועל בת ים,ISR,02/04/2005
country,ISR,age,12,female,25m,breaststroke,100m,01:13.83,שירה גמליי,מכבי וייסגל רחובות,ISR,29/12/2018
country,ISR,age,12,female,25m,breaststroke,200m,02:42.74,עדי ביכמן,הפועל גבעתיים,ISR,28/12/1995
country,ISR,age,12,female,25m,breaststroke,50m,34.15,שירה גמליי,מכבי וייסגל רחובות,ISR,29/12/2018
country,ISR,age,12,female,25m,butterfly,100m,01:02.92,ענת זימין,הפועל בת ים,ISR,28/12/2005
country,ISR,age,12,female,25m,butterfly,200m,02:17.73,שרון שטיימן,הפועל פליפר חדרה,ISR,28/12/2017
country,ISR,age,12,female,25m,butterfly,50m,28.70,ענת זימין,הפועל בת ים,ISR,29/12/2005
country,ISR,age,12,female,25m,freestyle,100m,58.38,ענת זימין,הפועל בת ים,ISR,23/12/2005
country,ISR,age,12,female,25m,freestyle,200m,02:08.68,בקי פוזדנר,הפועל בת ים,ISR,30/12/2016
country,ISR,age,12,female,25m,freestyle,400m,04:25.36,ענת זימין,הפועל בת ים,ISR,22/12/2005
country,ISR,age,12,female,25m,freestyle,4X100m,04:10.65,"סטיבן פרידמן, מתן טוצ׳ילובסקי, בר סולוביצ׳יק, רודוב למר",מכבי קרית-ביאליק,ISR,29/12/2012
country,ISR,age,12,female,25m,freestyle,4X100m,04:21.38,,הפועל חולון,ISR,31/12/2011
country,ISR,age,12,female,25m,freestyle,4X200m,09:02.86,מכבי,קרית ביאליק,ISR,28/12/2012
country,ISR,age,12,female,25m,freestyle,4X50m,01:59.63,"דריה גולובטי, רומי חבחב, גטלמן אליס, סבשצ׳ינסקי אלכסיה",הפועל בת ים,ISR,19/12/2017
country,ISR,age,12,female,25m,freestyle,50m,27.31,ענת זימין,הפועל בת ים,ISR,20/12/2005
country,ISR,age,12,female,25m,freestyle,800m,09:09.63,דריה גולובטי,הפועל בת ים,ISR,29/12/2017
country,ISR,age,12,female,25m,individual_medley,100m,01:06.48,ענת זימין,הפועל בת ים,ISR,29/12/2005
country,ISR,age,12,female,25m,individual_medley,200m,02:23.35,ענת זימין,הפועל בת ים,ISR,24/12/2005
country,ISR,age,12,female,25m,individual_medley,400m,05:03.03,דריה גולובטי,הפועל בת ים,ISR,30/12/2017
country,ISR,age,12,female,25m,individual_medley,4X100m,04:46.42,,הפועל דולפין נתניה,ISR,30/12/2011
country,ISR,age,12,female,25m,individual_medley,4X50m,02:02.55,"גלי קוקס-מעגן, שירה גמליי, ליליה אפשטיין, מיטל שרגין",מכבי חיפה,ISR,22/01/2016
country,ISR,age,12,female,50m,backstroke,100m,01:09.81,שני סיילוב,מר׳ כוכב יאיר,ISR,29/06/1995
country,ISR,age,12,female,50m,backstroke,200m,02:27.45,שני סיילוב,מר׳ כוכב יאיר,ISR,29/06/1995
country,ISR,age,12,female,50m,backstroke,50m,32.23,ענת זימין,הפועל בת-ים,ISR,21/05/2005
country,ISR,age,12,female,50m,breaststroke,100m,01:18.00,עדי ביכמן,הפועל גבעתיים,ISR,04/08/1995
country,ISR,age,12,female,50m,breaststroke,200m,02:47.48,עדי ביכמן,הפועל גבעתיים,ISR,29/06/1995
country,ISR,age,12,female,50m,breaststroke,50m,36.16,מרסי אן נגירה,בני הרצליה,ISR,04/08/2017
country,ISR,age,12,female,50m,butterfly,100m,01:04.34,ענת זימין,הפועל בת-ים,ISR,29/07/2005
country,ISR,age,12,female,50m,butterfly,200m,02:26.61,ניצן כץ-ליכטנשטיין,הפועל ירושלים,ISR,04/08/2011
country,ISR,age,12,female,50m,butterfly,50m,28.98,ענת זימין,הפועל בת-ים,ISR,20/05/2005
country,ISR,age,12,female,50m,freestyle,100m,01:01.21,ענת זימין,מכבי קרית ביאליק,ISR,21/05/2005
country,ISR,age,12,female,50m,freestyle,200m,02:11.83,ענת זימין,מכבי קרית ביאליק,ISR,06/05/2005
country,ISR,age,12,female,50m,freestyle,400m,04:40.37,ענת זימין,הפועל בת-ים,ISR,04/06/2005
country,ISR,age,12,female,50m,freestyle,4X100m,04:29.94,,מכבי נהריה,ISR,31/07/2006
country,ISR,age,12,female,50m,freestyle,4X200m,09:43.88,"עילי רבינוביץ, ליאם גיאולי, אלכס דולגיך, רוסלן גבריאלוב",הפועל דולפין נתניה,ISR,24/07/2017
country,ISR,age,12,female,50m,freestyle,4X50m,01:58.55,"בקי פוזדנר, אלכסיה סבשצ׳ינסקי, רוני עוז, דריה גולובטי",הפועל בת-ים,ISR,23/07/2017
country,ISR,age,12,female,50m,freestyle,50m,28.07,ענת זימין,הפועל בת-ים,ISR,20/05/2005
country,ISR,age,12,female,50m,freestyle,800m,09:45.38,ויטה זיגלבוים,מכבי קרית אונו,ISR,05/06/2015
country,ISR,age,12,female,50m,individual_medley,200m,02:29.91,ענת זימין,הפועל בת-ים,ISR,07/05/2005
country,ISR,age,12,female,50m,individual_medley,400m,05:21.18,דריה גולובטי,הפועל בת-ים,ISR,24/07/2017
country,ISR,age,12,female,50m,individual_medley,4X100m,05:12.00,"גוני שלום ידפת, מרסי אן נגירה, ליה גונן, דנה מאיטלס",בני הרצליה,ISR,03/06/2016
country,ISR,age,12,female,50m,individual_medley,4X50m,02:13.25,"גלי קוקס-מעגן, שירה גמליי, ליליה אפשטיין, מיטל שרגין",מכבי וייסגל רחובות,ISR,24/07/2019
country,ISR,age,12,male,25m,backstroke,100m,01:05.15,ערן גרובמן,מכבי וייסגל רחובות,ISR,09/11/2019
country,ISR,age,12,male,25m,backstroke,200m,02:20.20,ערן גרובמן,מכבי וייסגל רחובות,ISR,09/11/2019
country,ISR,age,12,male,25m,backstroke,50m,29.93,איליה איזנשטוק,מכבי קרית ביאליק,ISR,30/12/2000
country,ISR,age,12,male,25m,breaststroke,100m,01:10.52,מרק טלר,מכבי כפר המכבייה,ISR,18/08/2020
country,ISR,age,12,male,25m,breaststroke,200m,02:35.21,יבגני רדצ׳נקו,הפועל בת ים,ISR,28/12/2012
country,ISR,age,12,male,25m,breaststroke,50m,32.65,טלר מרק,מכבי תל אביב,ISR,17/08/2020
country,ISR,age,12,male,25m,butterfly,100m,01:01.63,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,05/12/2014
country,ISR,age,12,male,25m,butterfly,200m,02:22.36,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,06/12/2014
country,ISR,age,12,male,25m,butterfly,50m,27.81,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,06/12/2014
country,ISR,age,12,male,25m,freestyle,100m,57.45,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,06/12/2014
country,ISR,age,12,male,25m,freestyle,1500m,18:17.49,נמרוד שפירא בר-אור,ירושלים רבתי,ISR,29/12/2001
country,ISR,age,12,male,25m,freestyle,200m,02:05.67,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,06/12/2014
country,ISR,age,12,male,25m,freestyle,400m,04:28.91,דניס לוקטב,הפועל בת ים,ISR,25/11/2021
country,ISR,age,12,male,25m,freestyle,4X50m,01:52.92,"אלכס וולקוב, דניאל וולקוב, דוד לוין, אחמד דיאב",מכבי קרית ביאליק,ISR,05/12/2014
country,ISR,age,12,male,25m,freestyle,50m,26.29,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,06/12/2014
country,ISR,age,12,male,25m,freestyle,800m,09:30.14,נתן נמרוד,מכ. פ.מ. רעות,ISR,06/12/1997
country,ISR,age,12,male,25m,individual_medley,100m,01:04.04,יונתן חייטוב,הפועל פתח תקווה,ISR,29/12/2005
country,ISR,age,12,male,25m,individual_medley,200m,02:19.84,יונתן חייטוב,הפועל פתח תקוה,ISR,29/12/2005
country,ISR,age,12,male,25m,individual_medley,400m,04:56.45,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,05/12/2014
country,ISR,age,12,male,25m,individual_medley,4X100m,04:41.58,מכבי,אשדוד,ISR,23/12/2005
country,ISR,age,12,male,25m,individual_medley,4X50m,02:12.83,"רון מרגוליס, נתאי רוזנברג, פלג ליין, יואב רותם",מכבי וייסגל רחובות,ISR,20/02/2018
country,ISR,age,12,male,50m,backstroke,100m,01:07.54,ערן גרובמן,מכבי וייסגל רחובות,ISR,23/07/2019
country,ISR,age,12,male,50m,backstroke,200m,02:23.11,ערן גרובמן,מכבי וייסגל רחובות,ISR,22/07/2019
country,ISR,age,12,male,50m,backstroke,50m,31.32,יונתן חייטוב,הפועל פתח-תקוה,ISR,21/05/2005
country,ISR,age,12,male,50m,breaststroke,100m,01:16.59,דוד מנשר,מכבי פ.מ. רעות,ISR,23/07/2014
country,ISR,age,12,male,50m,breaststroke,200m,02:43.46,דוד מנשר,מכבי פ.מ. רעות,ISR,22/07/2014
country,ISR,age,12,male,50m,breaststroke,50m,34.78,דוד מנשר,מכבי פ.מ. רעות,ISR,14/06/2014
country,ISR,age,12,male,50m,butterfly,100m,01:04.12,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,22/07/2014
country,ISR,age,12,male,50m,butterfly,200m,02:23.71,יואב שמיר,בני הרצליה,ISR,15/06/2024
country,ISR,age,12,male,50m,butterfly,50m,28.70,גל כהן גרומי,הפועל עירוני הוד השרון,ISR,04/07/2014
country,ISR,age,12,male,50m,freestyle,100m,59.93,יונתן חייטוב,הפועל פתח-תקוה,ISR,21/05/2005
country,ISR,age,12,male,50m,freestyle,1500m,19:05.33,מודי זוהר,מכבי תל-אביב,ISR,24/09/1977
country,ISR,age,12,male,50m,freestyle,200m,02:09.26,נתניאל פושקה,הפועל בת-ים,ISR,23/07/2019
country,ISR,age,12,male,50m,freestyle,400m,04:35.22,בנימין זלצמן,הפועל ירושלים,ISR,20/07/2015
