RegionType,RegionCode,Category,AgeKey,Gender,PoolType,Style,Distance,Time,HolderName,Club,HolderCountry,RecordDate
world,,junior,15-18,male,50m,backstroke,100m,52.08,Miron Lifintsev,,NAB,28/07/2024
world,,junior,15-18,male,50m,backstroke,200m,01:54.87,Nathan Muratory,,FRA,11/08/2026
world,,junior,15-18,male,50m,backstroke,200m,01:55.14,Kliment Kolesnikov,,RUS,28/07/2017
world,,junior,15-18,male,50m,backstroke,50m,24.00,Kliment Kolesnikov,,RUS,04/08/2018
world,,junior,15-18,male,50m,breaststroke,100m,58.54,Shin Ohashi,,JPN,13/08/2026
world,,junior,15-18,male,50m,breaststroke,200m,02:06.59,Shin Ohashi,,JPN,21/03/2026
world,,junior,15-18,male,50m,breaststroke,50m,26.95,Jan Malte Grafe,,GER,23/08/2025
world,,junior,15-18,male,50m,butterfly,100m,50.62,Kristof Milak,,HUN,29/07/2017
world,,junior,15-18,male,50m,butterfly,200m,01:53.79,Kristof Milak,,HUN,30/06/2017
world,,junior,15-18,male,50m,butterfly,50m,22.96,Diogo Matos Ribeiro,,POR,03/09/2022
world,,junior,15-18,male,50m,freestyle,100m,46.86,David Popovici,,ROU,13/08/2022
world,,junior,15-18,male,50m,freestyle,1500m,14:41.22,Kuzey Tuncelli,,TUR,04/08/2024
world,,junior,15-18,male,50m,freestyle,200m,01:42.97,David Popovici,,ROU,15/08/2022
world,,junior,15-18,male,50m,freestyle,400m,03:42.82,Zhanshuo Zhang,,CHN,10/11/2025
world,,junior,15-18,male,50m,freestyle,4X100m,03:12.75,Individual Neutral Athlete,,AIN,07/07/2026
world,,junior,15-18,male,50m,freestyle,4X100m,03:14.72,Individual Neutral Athlete,,AIN,07/07/2026
world,,junior,15-18,male,50m,freestyle,4X100m,03:15.38,Neutral Athletes B,,NAB,19/08/2025
world,,junior,15-18,male,50m,freestyle,4X200m,07:08.37,United States of America,,USA,23/08/2019
world,,junior,15-18,male,50m,freestyle,50m,21.75,Michael Andrew,,USA,25/08/2017
world,,junior,15-18,male,50m,freestyle,50m,21.75,Michael Andrew,,USA,26/08/2017
world,,junior,15-18,male,50m,freestyle,50m,21.75,Nikita Sheremet,,UKR,21/08/2025
world,,junior,15-18,male,50m,freestyle,800m,07:43.37,Lorenzo Galossi,,ITA,13/08/2022
world,,junior,15-18,male,50m,individual_medley,200m,01:56.16,Mikhail Shcherbakov,,RUS,16/08/2026
world,,junior,15-18,male,50m,individual_medley,400m,04:08.84,Yumeki Kojima,,JPN,22/03/2026
world,,junior,15-18,male,50m,individual_medley,4X100m,03:33.19,Russia,,RUS,25/08/2019
