RegionType,RegionCode,Category,AgeKey,Gender,PoolType,Style,Distance,Time,HolderName,Club,HolderCountry,RecordDate
country,ALB,open,,female,50m,butterfly,200m,02:19.86,Noel Borshi,,ALB,14/04/2015
country,ALB,open,,female,50m,butterfly,50m,27.13,Nikol Merizaj,,ALB,19/12/2025
country,ALB,open,,female,50m,freestyle,100m,56.15,Nikol Merizaj,,ALB,15/02/2026
country,ALB,open,,female,50m,freestyle,1500m,18:30.25,Katie Rock,,ALB,16/02/2020
country,ALB,open,,female,50m,freestyle,200m,02:08.14,Nikol Merizaj,,ALB,15/02/2020
country,ALB,open,,female,50m,freestyle,400m,04:36.61,Kaltra Meca,,ALB,07/09/2023
country,ALB,open,,female,50m,freestyle,4X100m,04:21.23,"Debora Keci, Reni Jani, Rovena Marku, Sara Abdullahu",,ALB,26/07/2009
country,ALB,open,,female,50m,freestyle,4X200m,09:45.60,"Debora Keci, Reni Jani, Rovena Marku, Sara Abdullahu",,ALB,30/07/2009
country,ALB,open,,female,50m,freestyle,50m,25.43,Nikol Merizaj,,ALB,30/05/2026
country,ALB,open,,female,50m,freestyle,800m,09:15.91,Noel Borshi,,ALB,24/06/2011
country,ALB,open,,female,50m,individual_medley,200m,02:28.41,Vivian Xhemollari,,ALB,12/05/2024
country,ALB,open,,female,50m,individual_medley,400m,05:10.91,Vivian Xhemollari,,ALB,06/05/2023
country,ALB,open,,female,50m,individual_medley,4X100m,05:02.87,,,ALB,20/07/2016
country,ALB,open,,male,25m,backstroke,100m,56.02,Grisi Koxhaku,,ALB,07/12/2023
country,ALB,open,,male,25m,backstroke,200m,02:02.57,Zhulian Lavdaniti,,ALB,07/11/2025
country,ALB,open,,male,25m,backstroke,50m,25.45,Grisi Koxhaku,,ALB,06/12/2023
country,ALB,open,,male,25m,breaststroke,100m,01:01.34,Kledi Kadiu,,ALB,16/12/2021
country,ALB,open,,male,25m,breaststroke,200m,02:22.42,Deni Baholli,,ALB,08/12/2016
country,ALB,open,,male,25m,breaststroke,50m,28.21,Kledi Kadiu,,ALB,16/12/2021
country,ALB,open,,male,25m,butterfly,100m,54.80,Grisi Koxhaku,,ALB,05/12/2023
country,ALB,open,,male,25m,butterfly,200m,02:10.99,Mark Ducaj,,ALB,05/10/2019
country,ALB,open,,male,25m,butterfly,50m,23.86,Grisi Koxhaku,,ALB,10/12/2024
country,ALB,open,,male,25m,freestyle,100m,48.99,Sidni Hoxha,,ALB,05/12/2015
country,ALB,open,,male,25m,freestyle,1500m,16:02.83,Besjan Rexha,,ALB,17/12/2017
country,ALB,open,,male,25m,freestyle,200m,01:50.08,Mark Ducaj,,ALB,24/08/2022
country,ALB,open,,male,25m,freestyle,400m,03:56.41,Mark Ducaj,,ALB,15/12/2022
country,ALB,open,,male,25m,freestyle,4X100m,03:55.51,"Gezim Hyka, Gugushka Aldi, Jon Pepaj, Sidni Hoxha",,ALB,09/04/2008
country,ALB,open,,male,25m,freestyle,4X50m,01:37.49,"Even Qarri, Grisi Koxhaku, Joan Meshi, Ronald Sergiani",,ALB,05/12/2023
country,ALB,open,,male,25m,freestyle,50m,22.05,Sidni Hoxha,,ALB,04/12/2015
country,ALB,open,,male,25m,freestyle,800m,08:31.86,Franci Aleksi,,ALB,14/12/2017
country,ALB,open,,male,25m,individual_medley,100m,56.71,Zhulian Lavdaniti,,ALB,13/11/2021
country,ALB,open,,male,25m,individual_medley,200m,02:03.84,Zhulian Lavdaniti,,ALB,08/11/2025
country,ALB,open,,male,25m,individual_medley,400m,04:31.22,Zhulian Lavdaniti,,ALB,07/11/2025
country,ALB,open,,male,25m,individual_medley,4X100m,04:06.95,"Deni Baholli, Franci Aleksi, Frenc Berdaku, Kennet Libohova",,ALB,11/12/2016
country,ALB,open,,male,25m,individual_medley,4X50m,01:47.40,"Even Qarri, Grisi Koxhaku, Lajdi Allaraj, Ronald Sergiani",,ALB,06/12/2023
country,ALB,open,,male,50m,backstroke,100m,57.55,Zhulian Lavdaniti,,ALB,22/04/2023
country,ALB,open,,male,50m,backstroke,200m,02:06.23,Zhulian Lavdaniti,,ALB,21/04/2023
country,ALB,open,,male,50m,backstroke,50m,26.98,Grisi Koxhaku,,ALB,06/09/2023
country,ALB,open,,male,50m,breaststroke,100m,01:04.39,Kledi Kadiu,,ALB,20/08/2019
country,ALB,open,,male,50m,breaststroke,200m,02:21.51,Kledi Kadiu,,ALB,23/08/2019
country,ALB,open,,male,50m,breaststroke,50m,29.15,Kledi Kadiu,,ALB,20/06/2022
country,ALB,open,,male,50m,butterfly,100m,56.18,Grisi Koxhaku,,ALB,19/06/2024
country,ALB,open,,male,50m,butterfly,200m,02:04.35,Endi Babi,,ALB,10/07/2009
country,ALB,open,,male,50m,butterfly,50m,24.56,Sidni Hoxha,,ALB,10/08/2013
country,ALB,open,,male,50m,freestyle,100m,50.13,Sidni Hoxha,,ALB,11/08/2013
country,ALB,open,,male,50m,freestyle,1500m,16:13.91,Franci Aleksi,,ALB,30/03/2018
country,ALB,open,,male,50m,freestyle,200m,01:53.73,Kledi Kadiu,,ALB,21/08/2019
country,ALB,open,,male,50m,freestyle,400m,04:00.07,Mark Ducaj,,ALB,17/04/2023
country,ALB,open,,male,50m,freestyle,4X100m,03:37.80,"Even Qarri, Grisi Koxhaku, Paolo Priska, Zhulian Lavdaniti",,ALB,20/06/2024
country,ALB,open,,male,50m,freestyle,4X200m,08:21.19,,,ALB,20/07/2016
country,ALB,open,,male,50m,freestyle,50m,22.80,Sidni Hoxha,,ALB,11/08/2016
country,ALB,open,,male,50m,freestyle,800m,08:31.01,Franci Aleksi,,ALB,04/08/2019
country,ALB,open,,male,50m,individual_medley,200m,02:06.99,Zhulian Lavdaniti,,ALB,22/04/2023
country,ALB,open,,male,50m,individual_medley,400m,04:42.96,Edvin Angjeli,,ALB,10/07/2010
country,ALB,open,,male,50m,individual_medley,4X100m,03:47.37,"Aleksander Ngresi, Alessandro Muka, Dalvi Elezi, Kledi Kadiu",,ALB,03/09/2019
country,ALG,open,,female,25m,backstroke,100m,01:01.95,Amel Melih,,ALG,11/12/2016
country,ALG,open,,female,25m,backstroke,200m,02:18.71,Hamida Rania Nefsi,,ALG,16/02/2018
country,ALG,open,,female,25m,backstroke,50m,28.62,Amel Melih,,ALG,09/12/2016
country,ALG,open,,female,25m,breaststroke,100m,01:09.62,Hannah Miryam Taleb Bendiab,,ALG,19/12/2015
country,ALG,open,,female,25m,breaststroke,200m,02:31.57,Hannah Miryam Taleb Bendiab,,ALG,18/12/2015
country,ALG,open,,female,25m,breaststroke,50m,32.38,Radja Amira Kouza,,ALG,03/12/2014
country,ALG,open,,female,25m,butterfly,100m,01:01.20,Fella Bennaceur,,ALG,04/12/2009
country,ALG,open,,female,25m,butterfly,200m,02:13.60,Fella Bennaceur,,ALG,14/11/2010
country,ALG,open,,female,25m,butterfly,50m,27.52,Amel Melih,,ALG,13/10/2018
country,ALG,open,,female,25m,freestyle,100m,55.34,Amel Melih,,ALG,17/12/2021
country,ALG,open,,female,25m,freestyle,1500m,16:44.53,Souad Nefissa Cherouati,,ALG,10/12/2017
country,ALG,open,,female,25m,freestyle,200m,02:02.52,Majda Chebaraka,,ALG,08/11/2015
country,ALG,open,,female,25m,freestyle,400m,04:12.16,Souad Nefissa Cherouati,,ALG,18/02/2017
country,ALG,open,,female,25m,freestyle,4X100m,04:03.90,"Amel Melih, Hamida Rania Nefsi, Meriem Khaldi, Souad Nefissa Cherouati",,ALG,15/02/2018
country,ALG,open,,female,25m,freestyle,4X200m,08:46.77,"Amel Melih, Hamida Rania Nefsi, Meriem Khaldi, Souad Nefissa Cherouati",,ALG,16/02/2018
country,ALG,open,,female,25m,freestyle,50m,25.09,Amel Melih,,ALG,16/12/2022
country,ALG,open,,female,25m,freestyle,800m,08:44.01,Souad Nefissa Cherouati,,ALG,02/11/2018
country,ALG,open,,female,25m,individual_medley,100m,01:04.34,Hamida Rania Nefsi,,ALG,03/11/2018
country,ALG,open,,female,25m,individual_medley,200m,02:17.99,Hamida Rania Nefsi,,ALG,03/11/2017
country,ALG,open,,female,25m,individual_medley,400m,04:48.12,Hamida Rania Nefsi,,ALG,04/11/2018
country,ALG,open,,female,25m,individual_medley,4X100m,04:18.73,"Amel Melih, Hamida Rania Nefsi, Hannah Miryam Taleb Bendiab, Souad Nefissa Cherouati",,ALG,11/12/2016
country,ALG,open,,female,50m,backstroke,100m,01:03.02,Amel Melih,,ALG,07/04/2016
country,ALG,open,,female,50m,backstroke,200m,02:18.00,Meroua Merniz,,ALG,06/05/2026
country,ALG,open,,female,50m,backstroke,50m,29.19,Amel Melih,,ALG,16/06/2025
country,ALG,open,,female,50m,breaststroke,100m,01:11.70,Hannah Miryam Taleb Bendiab,,ALG,04/04/2016
country,ALG,open,,female,50m,breaststroke,200m,02:33.33,Hamida Rania Nefsi,,ALG,10/07/2023
country,ALG,open,,female,50m,breaststroke,50m,32.58,Hannah Miryam Taleb Bendiab,,ALG,06/04/2016
country,ALG,open,,female,50m,butterfly,100m,01:01.22,Fella Bennaceur,,ALG,26/07/2009
country,ALG,open,,female,50m,butterfly,200m,02:14.78,Sarah Hadj Abderrahmane,,ALG,04/04/2016
country,ALG,open,,female,50m,butterfly,50m,27.14,Amel Melih,,ALG,01/05/2024
country,ALG,open,,female,50m,freestyle,100m,55.87,Amel Melih,,ALG,06/07/2023
country,ALG,open,,female,50m,freestyle,1500m,17:01.12,Souad Nefissa Cherouati,,ALG,06/04/2017
country,ALG,open,,female,50m,freestyle,200m,02:02.63,Majda Chebaraka,,ALG,07/09/2015
country,ALG,open,,female,50m,freestyle,400m,04:19.24,Majda Chebaraka,,ALG,08/09/2015
country,ALG,open,,female,50m,freestyle,4X100m,03:51.08,"Lilia Sihem Midouni, Maha Djouahra, Nesrine Medjahed, Ryma Benmansour",,ALG,08/05/2026
country,ALG,open,,female,50m,freestyle,4X200m,08:33.30,"Amel Melih, Hamida Rania Nefsi, Majda Chebaraka, Nesrine Medjahed",,ALG,10/09/2018
country,ALG,open,,female,50m,freestyle,50m,25.36,Amel Melih,,ALG,02/06/2021
country,ALG,open,,female,50m,freestyle,800m,08:57.34,Souad Nefissa Cherouati,,ALG,28/04/2017
country,ALG,open,,female,50m,individual_medley,200m,02:19.83,Hamida Rania Nefsi,,ALG,04/04/2016
country,ALG,open,,female,50m,individual_medley,400m,04:52.13,Hamida Rania Nefsi,,ALG,19/02/2016
country,ALG,open,,female,50m,individual_medley,4X100m,04:18.96,"Lilia Sihem Midouni, Mahi Lina, Meroua Merniz, Nesrine Medjahed",,ALG,09/05/2026
country,ALG,open,,male,25m,backstroke,100m,54.08,Jaouad Syoud,,ALG,24/10/2025
country,ALG,open,,male,25m,backstroke,200m,01:58.37,Moncef Benbara,,ALG,23/10/2025
country,ALG,open,,male,25m,backstroke,50m,25.06,Mehdi Nazim Benbara,,ALG,02/11/2024
country,ALG,open,,male,25m,breaststroke,100m,01:00.06,Nabil Kebbab,,ALG,01/04/2011
country,ALG,open,,male,25m,breaststroke,200m,02:09.44,Jaouad Syoud,,ALG,04/11/2022
country,ALG,open,,male,25m,breaststroke,50m,27.80,Nabil Kebbab,,ALG,18/12/2010
country,ALG,open,,male,25m,butterfly,100m,51.26,Oussama Sahnoune,,ALG,30/11/2017
country,ALG,open,,male,25m,butterfly,200m,01:55.69,Jaouad Syoud,,ALG,26/10/2021
country,ALG,open,,male,25m,butterfly,50m,23.66,Oussama Sahnoune,,ALG,02/12/2017
country,ALG,open,,male,25m,freestyle,100m,46.42,Oussama Sahnoune,,ALG,03/12/2017
country,ALG,open,,male,25m,freestyle,1500m,15:24.78,Ramzi Chouchar,,ALG,01/11/2024
country,ALG,open,,male,25m,freestyle,200m,01:47.78,Oussama Sahnoune,,ALG,16/02/2017
country,ALG,open,,male,25m,freestyle,400m,03:51.53,Raouf Benabid,,ALG,05/12/2004
country,ALG,open,,male,25m,freestyle,4X100m,03:16.10,"Badis Djendouci, Mehdi Hamama, Nabil Kebbab, Salim Iles",,ALG,09/04/2008
country,ALG,open,,male,25m,freestyle,4X200m,07:17.88,"Aghiles Slimani, Badis Djendouci, Mehdi Hamama, Nabil Kebbab",,ALG,10/04/2008
country,ALG,open,,male,25m,freestyle,50m,21.26,Oussama Sahnoune,,ALG,01/12/2017
country,ALG,open,,male,25m,freestyle,800m,08:08.13,Lounis Khendriche,,ALG,23/11/2018
country,ALG,open,,male,25m,individual_medley,100m,53.96,Jaouad Syoud,,ALG,12/12/2024
country,ALG,open,,male,25m,individual_medley,200m,01:56.36,Jaouad Syoud,,ALG,10/12/2024
country,ALG,open,,male,25m,individual_medley,400m,04:11.71,Jaouad Syoud,,ALG,14/12/2024
country,ALG,open,,male,25m,individual_medley,4X100m,03:41.27,"El Hadj Abderrezak Siar, Jaouad Syoud, Mehdi Nazim Benbara, Oussama Sahnoune",,ALG,17/02/2018
country,ALG,open,,male,50m,backstroke,100m,55.02,Abdellah Ardjoune,,ALG,24/08/2019
country,ALG,open,,male,50m,backstroke,200m,02:00.38,Abdellah Ardjoune,,ALG,21/08/2019
country,ALG,open,,male,50m,backstroke,50m,25.61,Abdellah Ardjoune,,ALG,23/08/2019
country,ALG,open,,male,50m,breaststroke,100m,01:01.18,Jaouad Syoud,,ALG,21/08/2022
country,ALG,open,,male,50m,breaststroke,200m,02:13.37,Jaouad Syoud,,ALG,22/08/2022
country,ALG,open,,male,50m,breaststroke,50m,27.85,Jaouad Syoud,,ALG,09/07/2023
country,ALG,open,,male,50m,butterfly,100m,52.08,Jaouad Syoud,,ALG,17/07/2021
country,ALG,open,,male,50m,butterfly,200m,01:57.88,Jaouad Syoud,,ALG,07/04/2022
country,ALG,open,,male,50m,butterfly,50m,24.02,Jaouad Syoud,,ALG,05/04/2022
country,ALG,open,,male,50m,freestyle,100m,48.00,Oussama Sahnoune,,ALG,24/06/2018
country,ALG,open,,male,50m,freestyle,1500m,15:48.50,Mohamed Anisse Djaballah,,ALG,24/08/2019
country,ALG,open,,male,50m,freestyle,200m,01:50.02,Oussama Sahnoune,,ALG,19/06/2013
country,ALG,open,,male,50m,freestyle,400m,03:56.02,Mohamed Anisse Djaballah,,ALG,23/08/2019
country,ALG,open,,male,50m,freestyle,4X100m,03:22.46,"Aghiles Slimani, Mahrez Mebarek, Nabil Kebbab, Salim Iles",,ALG,24/07/2005
country,ALG,open,,male,50m,freestyle,4X200m,07:32.50,"Badis Djendouci, Mehdi Hamama, Nabil Kebbab, Riyad Djendouci",,ALG,13/07/2007
country,ALG,open,,male,50m,freestyle,50m,21.82,Oussama Sahnoune,,ALG,14/07/2018
country,ALG,open,,male,50m,freestyle,800m,08:08.88,Mohamed Anisse Djaballah,,ALG,21/08/2019
country,ALG,open,,male,50m,individual_medley,200m,01:58.12,Jaouad Syoud,,ALG,08/04/2022
country,ALG,open,,male,50m,individual_medley,400m,04:19.02,Jaouad Syoud,,ALG,15/06/2021
country,ALG,open,,male,50m,individual_medley,4X100m,03:40.00,"Abdelhakim Hamour, Abdellah Ardjoune, Jaouad Syoud, Oussama Allam",,ALG,09/05/2026
country,AND,open,,female,25m,backstroke,100m,01:02.39,Monica Ramirez Abella,,AND,26/11/2009
country,AND,open,,female,25m,backstroke,200m,02:16.16,Monica Ramirez Abella,,AND,29/11/2009
country,AND,open,,female,25m,backstroke,50m,29.45,Monica Ramirez Abella,,AND,12/12/2009
country,AND,open,,female,25m,breaststroke,100m,01:09.67,Nadia Tudo Cubells,,AND,14/11/2019
country,AND,open,,female,25m,breaststroke,200m,02:29.55,Nadia Tudo Cubells,,AND,20/11/2020
country,AND,open,,female,25m,breaststroke,50m,32.88,Nadia Tudo Cubells,,AND,11/12/2024
country,AND,open,,female,25m,butterfly,100m,01:05.62,Nadia Tudo Cubells,,AND,07/07/2019
country,AND,open,,female,25m,butterfly,200m,02:29.81,Silvia Ribes Sabate,,AND,07/11/2009
country,AND,open,,female,25m,butterfly,50m,29.35,Nadia Tudo Cubells,,AND,06/07/2019
country,AND,open,,female,25m,freestyle,100m,57.67,Monica Ramirez Abella,,AND,04/12/2014
country,AND,open,,female,25m,freestyle,1500m,17:33.41,Alexandra Mejia Gallego,,AND,09/12/2023
country,AND,open,,female,25m,freestyle,200m,02:04.55,Monica Ramirez Abella,,AND,07/12/2019
country,AND,open,,female,25m,freestyle,400m,04:25.22,Alexandra Mejia Gallego,,AND,17/11/2024
country,AND,open,,female,25m,freestyle,4X100m,04:08.15,"Carolina Cerqueda, Luise Haciane, Meritxell Sabate, Tania Salles",,AND,16/04/2000
country,AND,open,,female,25m,freestyle,4X200m,09:03.82,"Carolina Cerqueda, Meritxell Canlas, Rebeca Sancho, Tania Salles",,AND,19/01/2001
country,AND,open,,female,25m,freestyle,4X50m,01:55.61,"Carolina Cerqueda, Luise Haciane, Meritxell Canlas, Tania Salles",,AND,02/12/2000
country,AND,open,,female,25m,freestyle,50m,26.65,Monica Ramirez Abella,,AND,08/12/2019
country,AND,open,,female,25m,freestyle,800m,09:07.97,Alexandra Mejia Gallego,,AND,05/12/2024
country,AND,open,,female,25m,individual_medley,100m,01:04.53,Nadia Tudo Cubells,,AND,05/12/2019
country,AND,open,,female,25m,individual_medley,200m,02:19.71,Nadia Tudo Cubells,,AND,02/02/2020
country,AND,open,,female,25m,individual_medley,400m,04:56.33,Nadia Tudo Cubells,,AND,02/02/2020
country,AND,open,,female,25m,individual_medley,4X100m,04:33.50,"Carolina Cerqueda, Luise Haciane, Meritxell Sabate, Tania Salles",,AND,16/04/2000
country,AND,open,,female,25m,individual_medley,4X50m,02:11.41,"Carolina Cerqueda, Jennifer Romero, Meritxell Canlas, Tania Salles",,AND,14/03/1999
country,AND,open,,female,50m,backstroke,100m,01:03.79,Monica Ramirez Abella,,AND,27/07/2009
country,AND,open,,female,50m,backstroke,200m,02:20.39,Monica Ramirez Abella,,AND,31/07/2009
country,AND,open,,female,50m,backstroke,50m,30.28,Monica Ramirez Abella,,AND,30/05/2019
country,AND,open,,female,50m,breaststroke,100m,01:11.18,Nadia Tudo Cubells,,AND,02/05/2025
country,AND,open,,female,50m,breaststroke,200m,02:33.19,Nadia Tudo Cubells,,AND,28/04/2024
country,AND,open,,female,50m,breaststroke,50m,33.00,Nadia Tudo Cubells,,AND,27/05/2025
country,AND,open,,female,50m,butterfly,100m,01:06.01,Carolina Cerqueda,,AND,26/07/2001
country,AND,open,,female,50m,butterfly,200m,02:25.03,Silvia Ribes Sabate,,AND,09/07/2010
country,AND,open,,female,50m,butterfly,200m,02:25.03,Nadia Tudo Cubells,,AND,30/01/2021
country,AND,open,,female,50m,butterfly,50m,29.27,Nadia Tudo Cubells,,AND,10/05/2025
country,AND,open,,female,50m,freestyle,100m,58.54,Monica Ramirez Abella,,AND,05/08/2019
country,AND,open,,female,50m,freestyle,1500m,17:35.72,Alexandra Mejia Gallego,,AND,30/03/2025
country,AND,open,,female,50m,freestyle,200m,02:08.43,Nadia Tudo Cubells,,AND,02/08/2019
country,AND,open,,female,50m,freestyle,400m,04:30.77,Nadia Tudo Cubells,,AND,27/04/2018
country,AND,open,,female,50m,freestyle,4X100m,04:00.52,"Laia Rodriquez Jareno, Lea Ricart Martinez, Monica Ramirez Abella, Nadia Tudo Cubells",,AND,02/06/2017
country,AND,open,,female,50m,freestyle,4X200m,09:05.79,"Carolina Cerqueda, Luise Haciane, Meritxell Sabate, Tania Salles",,AND,27/05/1999
country,AND,open,,female,50m,freestyle,50m,26.87,Nadia Tudo Cubells,,AND,10/05/2025
country,AND,open,,female,50m,freestyle,800m,09:17.06,Alexandra Mejia Gallego,,AND,29/03/2025
country,AND,open,,female,50m,individual_medley,200m,02:21.74,Nadia Tudo Cubells,,AND,30/05/2023
country,AND,open,,female,50m,individual_medley,400m,05:03.59,Meritxell Sabate,,AND,22/07/2000
country,AND,open,,female,50m,individual_medley,4X100m,04:45.91,"Carolina Cerqueda, Jennifer Romero, Meritxell Canlas, Meritxell Sabate",,AND,28/05/1999
country,AND,open,,male,25m,backstroke,100m,56.66,Aleix Ferriz Vallejo,,AND,22/12/2024
country,AND,open,,male,25m,backstroke,200m,02:04.61,Aleix Ferriz Vallejo,,AND,26/10/2024
country,AND,open,,male,25m,backstroke,50m,26.52,Patrick Pelegrina Cuen,,AND,14/11/2024
country,AND,open,,male,25m,breaststroke,100m,59.27,Patrick Pelegrina Cuen,,AND,20/12/2023
country,AND,open,,male,25m,breaststroke,200m,02:09.61,Hocine Haciane,,AND,27/11/2009
country,AND,open,,male,25m,breaststroke,50m,27.16,Patrick Pelegrina Cuen,,AND,22/12/2023
country,AND,open,,male,25m,butterfly,100m,53.73,Tomas Lomero Arenas,,AND,22/12/2023
country,AND,open,,male,25m,butterfly,200m,01:59.21,Hocine Haciane,,AND,26/11/2009
country,AND,open,,male,25m,butterfly,50m,23.97,Tomas Lomero Arenas,,AND,19/12/2021
country,AND,open,,male,25m,freestyle,100m,50.32,Tomas Lomero Arenas,,AND,14/12/2022
country,AND,open,,male,25m,freestyle,1500m,15:18.42,Biel Cuen Sibila,,AND,19/12/2025
