RegionType,RegionCode,Category,AgeKey,Gender,PoolType,Style,Distance,Time,HolderName,Club,HolderCountry,RecordDate
country,ISR,masters,25-29,female,25m,individual_medley,200m,02:31.39,בכר נעם,מכבי פ.מ. רעות לאומית,ISR,06/01/2017
country,ISR,masters,25-29,female,25m,individual_medley,400m,06:14.89,הרשקוביץ קורל,הפועל בת ים לאומית,ISR,05/04/2024
country,ISR,masters,25-29,female,50m,backstroke,100m,01:11.22,פאור עדינה,בני-הרצליה צרפת,ISR,01/04/2003
country,ISR,masters,25-29,female,50m,backstroke,200m,02:33.82,בכר נעם,מכבי פ.מ. רעות לאומית טוטו,ISR,30/06/2016
country,ISR,masters,25-29,female,50m,backstroke,50m,31.71,בנפשי ענת,מכבי עולם המים לאומית,ISR,07/08/2021
country,ISR,masters,25-29,female,50m,breaststroke,100m,01:19.78,ביכמן עדי,מכבי שוהם מכון וינגייט,ISR,15/07/2011
country,ISR,masters,25-29,female,50m,breaststroke,200m,02:55.81,ביכמן עדי,מכבי פ.מ. רעות מכון וינגייט,ISR,08/02/2008
country,ISR,masters,25-29,female,50m,breaststroke,50m,36.79,גת רוני,עולם המים דרום קוריאה,ISR,18/08/2019
country,ISR,masters,25-29,female,50m,butterfly,100m,01:08.23,בנפשי ענת,מכבי עולם המים לאומית,ISR,11/03/2022
country,ISR,masters,25-29,female,50m,butterfly,200m,02:57.47,הרשקוביץ קורל,הפועל בת ים לאומית,ISR,04/05/2025
country,ISR,masters,25-29,female,50m,butterfly,50m,29.57,בנפשי ענת,מכבי עולם המים לאומית,ISR,18/06/2021
country,ISR,masters,25-29,female,50m,freestyle,100m,01:03.69,בכר נעם,מכבי פ.מ. רעות לאומית טוטו,ISR,12/05/2017
country,ISR,masters,25-29,female,50m,freestyle,1500m,23:44.20,גורנשטיין קארן,בני הרצליה לאומית טוטו,ISR,01/08/2015
country,ISR,masters,25-29,female,50m,freestyle,200m,02:15.30,בכר עמית,מכבי פ.מ. רעות לאומית טוטו,ISR,31/07/2015
country,ISR,masters,25-29,female,50m,freestyle,400m,04:45.62,בכר עמית,מכבי פ.מ. רעות לאומית טוטו,ISR,01/07/2016
country,ISR,masters,25-29,female,50m,freestyle,50m,28.36,בנפשי ענת,מכבי עולם המים לאומית,ISR,07/08/2021
country,ISR,masters,25-29,female,50m,freestyle,800m,09:31.11,בכר עמית,מכבי פ.מ. רעות לאומית טוטו,ISR,30/06/2016
country,ISR,masters,25-29,female,50m,individual_medley,200m,02:33.35,בנפשי ענת,מכבי עולם המים לאומית,ISR,06/08/2021
country,ISR,masters,25-29,female,50m,individual_medley,400m,05:21.87,בכר עמית,מכבי פ.מ. רעות לאומית טוטו,ISR,12/05/2017
country,ISR,masters,25-29,male,25m,backstroke,100m,56.86,מלכה אורן,מכבי חיפה לאומית,ISR,03/02/2023
country,ISR,masters,25-29,male,25m,backstroke,200m,02:09.55,רויחל סלבו,אסא תל-אביב לאומית,ISR,28/02/2015
country,ISR,masters,25-29,male,25m,backstroke,50m,24.78,חירותי מירון,מכבי חיפה לאומית,ISR,05/04/2024
country,ISR,masters,25-29,male,25m,breaststroke,100m,01:08.14,אבן דנן,רן הפועל עולם המים גבעת חיים,ISR,13/07/2007
country,ISR,masters,25-29,male,25m,breaststroke,200m,02:32.01,דמבינסקי עומר,מכבי פ.מ. רעות בית-אייל,ISR,12/02/2010
country,ISR,masters,25-29,male,25m,breaststroke,50m,29.21,רובינשטיין פליקס,ספורטן פתח-תקוה לאומית,ISR,28/02/2015
country,ISR,masters,25-29,male,25m,butterfly,100m,58.69,מלכינסון שיר,בני הרצליה לאומית,ISR,15/02/2020
country,ISR,masters,25-29,male,25m,butterfly,200m,02:12.15,קייזלר מכבי,חיפה לאומית,ISR,01/04/2025
country,ISR,masters,25-29,male,25m,butterfly,50m,25.20,חוזמן אריאל,"מתנ""ס רמת הנגב לאומית",ISR,01/10/2026
country,ISR,masters,25-29,male,25m,freestyle,100m,52.28,קיזלר מכבי,חיפה לאומית,ISR,03/02/2023
country,ISR,masters,25-29,male,25m,freestyle,200m,01:56.76,קיזלר מכבי,חיפה לאומית,ISR,01/03/2025
country,ISR,masters,25-29,male,25m,freestyle,400m,04:16.77,איילון שילו,"ממ""ג שורק אשדות יעקב",ISR,14/11/2006
country,ISR,masters,25-29,male,25m,freestyle,50m,23.77,קלונטרוב זיו,הפועל כפר סבא ב. ב. לאומית,ISR,01/09/2026
country,ISR,masters,25-29,male,25m,freestyle,800m,09:25.96,כהן שגיא,מכבי חיפה לאומית,ISR,17/12/2021
country,ISR,masters,25-29,male,25m,individual_medley,100m,58.59,חוזמן אריאל,"מתנ""ס רמת הנגב לאומית",ISR,01/09/2026
country,ISR,masters,25-29,male,25m,individual_medley,200m,02:11.74,קייזלר מכבי,חיפה לאומית,ISR,01/03/2025
country,ISR,masters,25-29,male,25m,individual_medley,400m,05:15.19,קלמנסון לוטם,מאסטרס רחובות לאומית,ISR,23/02/2018
country,ISR,masters,25-29,male,50m,backstroke,100m,59.83,מלכה אורן,מכבי חיפה לאומית,ISR,15/07/2023
country,ISR,masters,25-29,male,50m,backstroke,200m,02:18.86,מלכה אורן,מכבי חיפה לאומית,ISR,14/07/2023
country,ISR,masters,25-29,male,50m,backstroke,50m,27.70,מלכה אורן,מכבי חיפה לאומית,ISR,15/07/2023
country,ISR,masters,25-29,male,50m,breaststroke,100m,01:06.99,חביב אמיר,הפועל בת ים לאומית,ISR,04/04/2025
country,ISR,masters,25-29,male,50m,breaststroke,200m,02:39.04,דמבינסקי עומר,מכבי פ.מ. רעות מכון וינגייט,ISR,09/07/2010
country,ISR,masters,25-29,male,50m,breaststroke,50m,29.63,רובינשטיין פליכס,ספורטן פתח-תקוה לאומית טוטו,ISR,06/09/2014
country,ISR,masters,25-29,male,50m,butterfly,100m,59.08,פושקר ויטלי,הפועל ירושלים מכון וינגייט,ISR,15/07/2011
country,ISR,masters,25-29,male,50m,butterfly,200m,02:19.55,דגש רומן,מכבי חיפה מכון וינגייט,ISR,21/07/2012
country,ISR,masters,25-29,male,50m,butterfly,50m,25.81,פושקר ויטלי,הפועל ירושלים מכון וינגייט,ISR,09/07/2010
country,ISR,masters,25-29,male,50m,freestyle,100m,53.74,קיזלר מכבי,חיפה לאומית,ISR,26/07/2024
country,ISR,masters,25-29,male,50m,freestyle,1500m,19:10.58,עופר אמיר,מכבי פ.מ. רעות מכון וינגייט,ISR,10/07/2012
country,ISR,masters,25-29,male,50m,freestyle,200m,02:05.45,מלכינסון שיר,הפועל מ.א. משגב לאומית טוטו,ISR,12/05/2017
country,ISR,masters,25-29,male,50m,freestyle,400m,04:25.34,דגש רומן,חיפה מכון וינגייט,ISR,26/07/2013
country,ISR,masters,25-29,male,50m,freestyle,50m,24.30,זילברמן גלעד,מכבי קרית-ביאליק מכון וינגייט,ISR,09/07/2010
country,ISR,masters,25-29,male,50m,freestyle,800m,09:30.49,שחקלדיאן אמיל,שחייני מאסטרס לאומית טוטו,ISR,13/05/2017
country,ISR,masters,25-29,male,50m,individual_medley,200m,02:14.37,קיזלר מכבי,חיפה לאומית,ISR,15/07/2023
country,ISR,masters,25-29,male,50m,individual_medley,400m,05:14.38,קימל אלון,מכבי פ.מ. רעות לאומית טוטו,ISR,31/07/2015
country,ISR,masters,30-34,female,25m,backstroke,100m,01:03.22,גוסטמלסקי אניה,הפועל דולפין נתניה אולימפית,ISR,07/02/2014
country,ISR,masters,30-34,female,25m,backstroke,200m,02:39.73,רותם תמר,הפועל עולם המים בית-אייל,ISR,13/03/2013
country,ISR,masters,30-34,female,25m,backstroke,50m,30.52,גוסטמלסקי אניה,הפועל דולפין נתניה אולימפית,ISR,07/02/2014
country,ISR,masters,30-34,female,25m,breaststroke,100m,01:16.29,בנפשי ענת,מכבי עולם המים לאומית,ISR,04/02/2023
country,ISR,masters,30-34,female,25m,breaststroke,200m,03:00.98,שץ מיקה,הפועל גליל עליון אולימפית,ISR,09/02/2014
country,ISR,masters,30-34,female,25m,breaststroke,50m,34.42,בנפשי ענת,מכבי עולם המים לאומית,ISR,03/02/2023
country,ISR,masters,30-34,female,25m,butterfly,100m,01:09.56,בירקאן ליאור,הפועל ירושלים,ISR,20/10/1993
country,ISR,masters,30-34,female,25m,butterfly,200m,02:43.25,מרמור טל,הפועל עולם המים לאומית,ISR,28/02/2015
country,ISR,masters,30-34,female,25m,butterfly,50m,28.55,גוסטמלסקי אניה,הפועל דולפין נתניה אולימפית,ISR,07/02/2014
country,ISR,masters,30-34,female,25m,freestyle,100m,01:01.38,בנפשי ענת,מכבי עולם המים לאומית,ISR,01/04/2025
country,ISR,masters,30-34,female,25m,freestyle,1500m,23:14.82,דאון מויאל,ימית מאסטרס כפר שמריהו וינגייט,ISR,21/02/2015
country,ISR,masters,30-34,female,25m,freestyle,200m,02:13.34,בנפשי ענת,מכבי עולם המים לאומית,ISR,01/03/2025
country,ISR,masters,30-34,female,25m,freestyle,400m,04:49.52,בנפשי ענת,מכבי עולם המים לאומית,ISR,01/03/2025
country,ISR,masters,30-34,female,25m,freestyle,50m,26.28,גוסטמלסקי אניה,הפועל דולפין נתניה אולימפית,ISR,07/02/2014
country,ISR,masters,30-34,female,25m,freestyle,800m,10:46.33,אלול שני,מאסטרס רחובות לאומית,ISR,24/02/2018
country,ISR,masters,30-34,female,25m,individual_medley,100m,01:08.48,בנפשי ענת,מכבי עולם המים לאומית,ISR,03/02/2023
country,ISR,masters,30-34,female,25m,individual_medley,200m,02:29.85,בנפשי ענת,מכבי עולם המים לאומית,ISR,04/02/2023
country,ISR,masters,30-34,female,25m,individual_medley,400m,05:49.48,מרמור טל,הפועל עולם המים וינגייט,ISR,21/02/2015
country,ISR,masters,30-34,female,50m,backstroke,100m,01:10.08,פאור עדינה,הפועל ירושלים סלובניה,ISR,02/08/2007
country,ISR,masters,30-34,female,50m,backstroke,200m,02:35.60,פאור עדינה,הפועל ירושלים סלובניה,ISR,02/08/2007
country,ISR,masters,30-34,female,50m,backstroke,50m,32.39,פאור עדינה,הפועל ירושלים סלובניה,ISR,02/08/2007
country,ISR,masters,30-34,female,50m,breaststroke,100m,01:21.00,כהן ליאב,"מכבי פ.מ. רעות GBR London,",ISR,26/05/2016
country,ISR,masters,30-34,female,50m,breaststroke,200m,02:57.60,כהן ליאב,"מכבי פ.מ. רעות GBR London,",ISR,29/05/2016
country,ISR,masters,30-34,female,50m,breaststroke,50m,37.11,מוסקונה שני,מאסטרס רחובות לאומית,ISR,20/07/2019
country,ISR,masters,30-34,female,50m,butterfly,100m,01:10.53,גוטמן מאירי,זיוית מכבי חיפה מכון וינגייט,ISR,20/07/2012
country,ISR,masters,30-34,female,50m,butterfly,200m,02:39.47,גוטמן מאירי,זיוית מכבי חיפה מכון וינגייט,ISR,21/07/2012
country,ISR,masters,30-34,female,50m,butterfly,50m,30.60,קרטין ליהי,מכבי עולם המים לאומית,ISR,26/07/2024
country,ISR,masters,30-34,female,50m,freestyle,100m,01:04.78,גוטמן מאירי,זיוית מכבי חיפה מכון וינגייט,ISR,20/07/2012
country,ISR,masters,30-34,female,50m,freestyle,1500m,28:27.67,נטף יונית,הפועל עמק-יזרעאל/נ.ע.ג לאומית טוטו,ISR,01/08/2015
country,ISR,masters,30-34,female,50m,freestyle,200m,02:19.99,טרוביצין אסתר,SWIM TLV לאומית,ISR,04/04/2025
country,ISR,masters,30-34,female,50m,freestyle,400m,04:55.76,טרוביצין אסתר,SWIM TLV לאומית,ISR,04/04/2025
country,ISR,masters,30-34,female,50m,freestyle,50m,28.62,גוסטמלסקי אניה,הפועל דולפין נתניה לאומית טוטו,ISR,01/08/2015
country,ISR,masters,30-34,female,50m,freestyle,800m,10:16.58,גוטמן מאירי,זיוית מכבי חיפה מכון וינגייט,ISR,10/07/2012
country,ISR,masters,30-34,female,50m,individual_medley,200m,02:38.98,פאור עדינה,הפועל ירושלים סלובניה,ISR,28/08/2007
country,ISR,masters,30-34,female,50m,individual_medley,400m,06:00.74,ביכמן עדי,מכבי שוהם לאומית טוטו,ISR,01/07/2016
country,ISR,masters,30-34,male,25m,backstroke,100m,56.89,קופלב יהונתן,מכבי חיפה לאומית,ISR,17/12/2021
country,ISR,masters,30-34,male,25m,backstroke,200m,02:13.35,רויחל סלבו,אסא תל-אביב לאומית,ISR,14/02/2020
country,ISR,masters,30-34,male,25m,backstroke,50m,24.51,טומרקין יעקב,מכבי אשדוד לאומית,ISR,05/04/2024
country,ISR,masters,30-34,male,25m,breaststroke,100m,01:05.87,שגלוב ירון,מכבי חיפה לאומית,ISR,04/02/2023
country,ISR,masters,30-34,male,25m,breaststroke,200m,02:32.66,דמבינסקי עומר,מכבי פ.מ. רעות לאומית,ISR,27/02/2015
country,ISR,masters,30-34,male,25m,breaststroke,50m,28.90,זוסמן ערן,הפועל דולפין נתניה לאומית,ISR,28/02/2015
country,ISR,masters,30-34,male,25m,butterfly,100m,56.01,בלחסן ויקטור,מכבי חיפה לאומית,ISR,05/04/2024
country,ISR,masters,30-34,male,25m,butterfly,200m,02:10.38,קציר דניאל,הפועל עמק-יזרעאל/נ.ע.ג לאומית,ISR,28/02/2015
country,ISR,masters,30-34,male,25m,butterfly,50m,24.77,בלחסן ויקטור,מכבי חיפה לאומית,ISR,05/04/2024
country,ISR,masters,30-34,male,25m,freestyle,100m,51.47,בלחסן ויקטור,מכבי חיפה לאומית,ISR,05/04/2024
country,ISR,masters,30-34,male,25m,freestyle,1500m,17:33.68,עופר אמיר,מכבי פ.מ. רעות וינגייט,ISR,21/02/2015
country,ISR,masters,30-34,male,25m,freestyle,200m,01:58.02,קציר דניאל,הפועל עמק-יזרעאל/נ.ע.ג לאומית,ISR,27/02/2015
country,ISR,masters,30-34,male,25m,freestyle,400m,04:13.40,קציר דניאל,מכבי קרית ביאליק לאומית,ISR,24/02/2018
country,ISR,masters,30-34,male,25m,freestyle,50m,22.99,בלחסן ויקטור,מכבי חיפה לאומית,ISR,06/04/2024
country,ISR,masters,30-34,male,25m,freestyle,800m,08:50.25,קציר דניאל,מכבי קרית ביאליק לאומית,ISR,24/02/2018
country,ISR,masters,30-34,male,25m,individual_medley,100m,54.79,טומרקין יעקב,מכבי אשדוד לאומית,ISR,05/04/2024
country,ISR,masters,30-34,male,25m,individual_medley,200m,02:11.61,קופלב יהונתן,מכבי חיפה לאומית,ISR,18/12/2021
country,ISR,masters,30-34,male,25m,individual_medley,400m,04:48.81,קציר דניאל,מכבי קרית ביאליק לאומית,ISR,23/02/2018
country,ISR,masters,30-34,male,50m,backstroke,100m,59.75,קופלב יהונתן,מכבי חיפה לאומית,ISR,06/08/2021
country,ISR,masters,30-34,male,50m,backstroke,200m,02:22.67,קרוטס גיא,מכבי עמותת השחייה שוהם לאומית טוטו,ISR,13/05/2017
country,ISR,masters,30-34,male,50m,backstroke,50m,26.17,קופלב יהונתן,מכבי חיפה לאומית,ISR,06/08/2021
country,ISR,masters,30-34,male,50m,breaststroke,100m,01:12.44,שחף אסף,הפועל המרכז הישראלי מכון וינגייט,ISR,09/07/2010
country,ISR,masters,30-34,male,50m,breaststroke,200m,02:43.92,דמבינסקי עומר,מכבי פ.מ. רעות לאומית טוטו,ISR,31/07/2015
country,ISR,masters,30-34,male,50m,breaststroke,50m,30.47,זוסמן ערן,עולם המים לאומית,ISR,20/07/2019
country,ISR,masters,30-34,male,50m,butterfly,100m,01:02.17,קציר דניאל,מכבי קרית ביאליק לאומית טוטו,ISR,12/05/2017
country,ISR,masters,30-34,male,50m,butterfly,200m,02:11.27,קציר דניאל,מכבי קרית ביאליק לאומית,ISR,16/04/2016
country,ISR,masters,30-34,male,50m,butterfly,50m,26.73,קופלב יהונתן,מכבי חיפה לאומית,ISR,12/03/2022
country,ISR,masters,30-34,male,50m,freestyle,100m,53.68,קופלב יהונתן,מכבי חיפה לאומית,ISR,06/08/2021
country,ISR,masters,30-34,male,50m,freestyle,1500m,17:49.06,קציר דניאל,הפועל עמק-יזרעאל/נ.ע.ג לאומית טוטו,ISR,01/08/2015
country,ISR,masters,30-34,male,50m,freestyle,200m,02:00.45,קציר דניאל,"הפועל עמק-יזרעאל/נ.ע.ג RUS Kazan,",ISR,12/08/2015
country,ISR,masters,30-34,male,50m,freestyle,400m,04:17.96,קציר דניאל,"הפועל עמק-יזרעאל/נ.ע.ג RUS Kazan,",ISR,14/08/2015
country,ISR,masters,30-34,male,50m,freestyle,50m,24.51,קופלב יהונתן,מכבי חיפה לאומית,ISR,06/08/2021
country,ISR,masters,30-34,male,50m,freestyle,800m,08:51.62,קציר דניאל,"הפועל עמק-יזרעאל/נ.ע.ג RUS Kazan,",ISR,10/08/2015
country,ISR,masters,30-34,male,50m,individual_medley,200m,02:18.94,קציר דניאל,"הפועל עמק-יזרעאל/נ.ע.ג RUS Kazan,",ISR,14/08/2015
country,ISR,masters,30-34,male,50m,individual_medley,400m,04:53.61,קציר דניאל,מכבי קרית ביאליק לאומית,ISR,09/04/2016
country,ISR,masters,35-39,female,25m,backstroke,100m,01:08.89,נטליה אדייקינה,מכבי חיפה לאומית,ISR,01/03/2025
country,ISR,masters,35-39,female,25m,backstroke,200m,02:32.30,גזית מיכל,הפועל שחייני הנגב לאומית,ISR,14/02/2020
country,ISR,masters,35-39,female,25m,backstroke,50m,30.73,נטליה אדייקינה,מכבי חיפה לאומית,ISR,01/04/2025
country,ISR,masters,35-39,female,25m,breaststroke,100m,01:18.53,טבת אילנה,הפועל עירוני הוד השרון אולימפית,ISR,07/02/2014
country,ISR,masters,35-39,female,25m,breaststroke,200m,02:57.84,מוסקונה שני,מכבי עולם המים לאומית,ISR,17/12/2021
country,ISR,masters,35-39,female,25m,breaststroke,50m,36.87,מוסקונה שני,מאסטרס רחובות לאומית,ISR,15/02/2020
country,ISR,masters,35-39,female,25m,butterfly,100m,01:07.69,בירקאן ליאור,הפועל ירושלים ירושלים,ISR,20/10/2001
country,ISR,masters,35-39,female,25m,butterfly,200m,02:30.60,גוטמן מאירי,זיוית מכבי חיפה לאומית,ISR,28/02/2015
country,ISR,masters,35-39,female,25m,butterfly,50m,31.15,בירקאן ליאור,הפועל ירושלים ירושלים,ISR,20/10/2001
country,ISR,masters,35-39,female,25m,freestyle,100m,01:03.03,גוטמן מאירי,זיוית מכבי חיפה אולימפית,ISR,07/02/2014
country,ISR,masters,35-39,female,25m,freestyle,200m,02:16.42,גוטמן מאירי,זיוית מכבי חיפה בית-אייל,ISR,22/02/2013
country,ISR,masters,35-39,female,25m,freestyle,400m,04:41.59,גוטמן מאירי,זיוית מכבי חיפה לאומית,ISR,28/02/2015
country,ISR,masters,35-39,female,25m,freestyle,50m,28.20,אדייקינה נטליה,מכבי חיפה לאומית,ISR,01/04/2025
country,ISR,masters,35-39,female,25m,freestyle,800m,09:41.90,גוטמן מאירי,זיוית מכבי חיפה וינגייט,ISR,28/02/2015
country,ISR,masters,35-39,female,25m,individual_medley,100m,01:11.81,פאור עדינה,בני הרצליה בית-אייל,ISR,22/02/2013
country,ISR,masters,35-39,female,25m,individual_medley,200m,02:39.77,פאור עדינה,בני הרצליה בית-אייל,ISR,22/02/2013
country,ISR,masters,35-39,female,25m,individual_medley,400m,05:49.78,גזית מיכל,הפועל שחייני הנגב לאומית,ISR,14/02/2020
country,ISR,masters,35-39,female,50m,backstroke,100m,01:11.44,פאור עדינה,בני-הרצליה אוקראינה,ISR,09/09/2011
country,ISR,masters,35-39,female,50m,backstroke,200m,02:34.93,פאור עדינה,בני-הרצליה אוקראינה,ISR,08/09/2011
country,ISR,masters,35-39,female,50m,backstroke,50m,32.36,אדייקינה נטליה,מכבי חיפה לאומית,ISR,04/05/2025
country,ISR,masters,35-39,female,50m,breaststroke,100m,01:24.72,מוסקונה שני,מכבי עולם המים לאומית,ISR,07/08/2021
country,ISR,masters,35-39,female,50m,breaststroke,200m,03:07.51,מוסקונה שני,מכבי עולם המים לאומית,ISR,06/08/2021
country,ISR,masters,35-39,female,50m,breaststroke,50m,37.33,מוסקונה שני,מכבי עולם המים לאומית,ISR,06/08/2021
country,ISR,masters,35-39,female,50m,butterfly,100m,01:08.79,אלוני סהר,עולם המים מכון וינגייט,ISR,25/07/2013
country,ISR,masters,35-39,female,50m,butterfly,200m,02:32.89,בירקאן ליאור,הפועל ירושלים פאלמה דה מאיורקה,ISR,01/04/2001
country,ISR,masters,35-39,female,50m,butterfly,50m,30.17,אלוני סהר,עולם המים מכון וינגייט,ISR,26/07/2013
country,ISR,masters,35-39,female,50m,freestyle,100m,01:05.08,גוטמן מאירי,זיוית חיפה בריכת טוטו מכבייה,ISR,13/07/2017
country,ISR,masters,35-39,female,50m,freestyle,1500m,19:22.36,גוטמן מאירי,זיוית מכבי חיפה לאומית טוטו,ISR,01/08/2015
country,ISR,masters,35-39,female,50m,freestyle,200m,02:18.19,גוטמן מאירי,זיוית מכבי חיפה לאומית טוטו,ISR,31/07/2015
country,ISR,masters,35-39,female,50m,freestyle,400m,04:46.30,גוטמן מאירי,"זיוית מכבי חיפה RUS Kazan,",ISR,15/08/2015
country,ISR,masters,35-39,female,50m,freestyle,50m,29.15,אלוני סהר,עולם המים מכון וינגייט,ISR,25/07/2013
country,ISR,masters,35-39,female,50m,freestyle,800m,09:47.36,גוטמן מאירי,"זיוית מכבי חיפה RUS Kazan,",ISR,10/08/2015
country,ISR,masters,35-39,female,50m,individual_medley,200m,02:41.97,ביכמן עדי,מכבי שוהם לאומית,ISR,14/07/2018
country,ISR,masters,35-39,female,50m,individual_medley,400m,05:47.47,ביכמן עדי,מכבי שוהם לאומית,ISR,14/07/2018
country,ISR,masters,35-39,male,25m,backstroke,100m,57.75,קופלב יהונתן,מכבי עולם המים לאומית,ISR,01/09/2026
country,ISR,masters,35-39,male,25m,backstroke,200m,02:12.16,אושרי בן,SWIM TLV לאומית,ISR,24/02/2018
country,ISR,masters,35-39,male,25m,backstroke,50m,25.88,קופלב יהונתן,מכבי עולם המים לאומית,ISR,01/10/2026
country,ISR,masters,35-39,male,25m,breaststroke,100m,01:05.40,זוסמן ערן,מכבי עולם המים לאומית,ISR,18/12/2021
country,ISR,masters,35-39,male,25m,breaststroke,200m,02:29.45,לוין יורי,מועדון ספורט דניה לאומית,ISR,05/04/2024
country,ISR,masters,35-39,male,25m,breaststroke,50m,28.70,זוסמן ערן,מכבי עולם המים לאומית,ISR,19/12/2022
country,ISR,masters,35-39,male,25m,butterfly,100m,57.46,פיינברג עידו,שחייני מאסטרס לאומית,ISR,16/02/2019
country,ISR,masters,35-39,male,25m,butterfly,200m,02:13.27,קציר דניאל,מכבי חיפה לאומית,ISR,04/02/2023
country,ISR,masters,35-39,male,25m,butterfly,50m,26.30,זוסמן ערן,מכבי עולם המים לאומית,ISR,05/04/2024
country,ISR,masters,35-39,male,25m,freestyle,100m,51.99,קופלב יהונתן,מכבי עולם המים לאומית,ISR,01/10/2026
country,ISR,masters,35-39,male,25m,freestyle,200m,01:57.61,קופלב יהונתן,מכבי עולם המים לאומית,ISR,01/09/2026
country,ISR,masters,35-39,male,25m,freestyle,400m,04:14.10,קציר דניאל,מכבי חיפה לאומית,ISR,19/12/2022
country,ISR,masters,35-39,male,25m,freestyle,50m,24.47,וייס זוהר,אקוותיקים גבעת-חיים ירושלים,ISR,19/10/2000
country,ISR,masters,35-39,male,25m,freestyle,800m,08:50.13,קציר דניאל,מכבי חיפה לאומית,ISR,19/12/2022
country,ISR,masters,35-39,male,25m,individual_medley,100m,59.23,זוסמן ערן,מכבי עולם המים לאומית,ISR,18/12/2021
country,ISR,masters,35-39,male,25m,individual_medley,200m,02:15.54,קציר דניאל,הפועל עמק יזרעאל לאומית,ISR,15/02/2020
country,ISR,masters,35-39,male,25m,individual_medley,400m,04:46.77,קציר דניאל,הפועל עמק יזרעאל לאומית,ISR,19/08/2020
country,ISR,masters,35-39,male,50m,backstroke,100m,01:06.69,וייזר שי,עולם המים לאומית טוטו,ISR,01/07/2016
country,ISR,masters,35-39,male,50m,backstroke,200m,02:18.72,אושרי בן,SWIM TLV לאומית,ISR,13/07/2018
country,ISR,masters,35-39,male,50m,backstroke,50m,28.15,פיינברג עידו,SWIM TLV לאומית,ISR,19/07/2019
country,ISR,masters,35-39,male,50m,breaststroke,100m,01:09.06,זוסמן ערן,מכבי עולם המים לאומית,ISR,14/07/2023
country,ISR,masters,35-39,male,50m,breaststroke,200m,02:33.58,לוין יורי,מועדון ספורט דניה לאומית,ISR,21/07/2022
country,ISR,masters,35-39,male,50m,breaststroke,50m,29.52,זוסמן ערן,מכבי עולם המים לאומית,ISR,06/08/2021
country,ISR,masters,35-39,male,50m,butterfly,100m,58.29,פיינברג עידו,SWIM TLV לאומית,ISR,20/07/2019
country,ISR,masters,35-39,male,50m,butterfly,200m,02:16.23,קציר דניאל,"מכבי חיפה רומא, איטליה",ISR,02/09/2022
country,ISR,masters,35-39,male,50m,butterfly,50m,25.87,פיינברג עידו,SWIM TLV לאומית,ISR,19/07/2019
country,ISR,masters,35-39,male,50m,freestyle,100m,57.40,זוסמן ערן,מכבי עולם המים לאומית,ISR,06/08/2021
country,ISR,masters,35-39,male,50m,freestyle,100m,57.40,קציר דניאל,מכבי חיפה לאומית,ISR,21/07/2022
country,ISR,masters,35-39,male,50m,freestyle,1500m,17:44.55,קציר דניאל,מכבי חיפה לאומית,ISR,18/07/2023
country,ISR,masters,35-39,male,50m,freestyle,200m,02:02.12,קציר דניאל,מכבי חיפה לאומית,ISR,07/08/2021
country,ISR,masters,35-39,male,50m,freestyle,400m,04:19.36,קציר דניאל,מכבי חיפה לאומית,ISR,21/07/2021
